positnSn,positnNm,positnRgnNm,positnLotnoAddr,positnRdnmAddr,positnPstnAddExpln,positnPstnLat,positnPstnLot,positnIntdcCn,positnCnvncFcltSrvcExpln,prkMthdExpln,monSalsHrExplnCn,tuesSalsHrExplnCn,wedSalsHrExplnCn,thurSalsHrExplnCn,friSalsHrExplnCn,satSalsHrExplnCn,sunSalsHrExplnCn,lhldySalsHrExplnCn,lhldyDyoffCn,tmprLhldyCn,dyoffBgndeCn,dyoffEnddtCn,dyoffRsnExpln,bscTelnoCn,rprsTelnoCn,telnoExpln,indivTelnoCn,lnkgHmpgUrlAddr,indivRelSrchListCn,comRelSrwrdListCn,clctItemCn,etcMttrCn
88,버리스타점,미추홀구,인천광역시 미추홀구 관교동 13-1,인하로 452,관교동 행정복지센터 앞,37.44417922,126.6968093,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 미추 자원순환가게입니다.
모인 자원은 121% 재활용을 목표로 하며,
기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.","단체 이용 가능, 대기공간",행정복지센터 무료주차,휴무,휴무,12:00 ~ 16:00,휴무,12:00 ~ 16:00,휴무,휴무,휴무,전체휴무,전체휴무,,,,인천광역시 미추홀구 자원순환과(032-880-4375),032-880-4354,인천광역시 미추홀구 자원순환과,032-728-6485,https://www.michuhol.go.kr/main/content.do?sq=1323,,"미추홀구 자원순환,미추 자원순환가게,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플리스틱류)
무색페트병
유색 PET
other
PP(플라스틱)
PP(햇반용기)
(종이류)
서적
일반종이
(캔류)
알루미늄
철
(완구류)
장난감","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
89,숙골1호점,미추홀구,인천광역시 미추홀구 도화동 1011-1,장고개로 29-1,도화2.3동 행정복지센터 앞,37.4709668,126.6658992,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 미추 자원순환가게입니다.
모인 자원은 110% 재활용을 목표로 하며,
기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.","단체 이용 가능, 대기공간",행정복지센터 무료주차,휴무,12:00 ~ 16:00,휴무,12:00 ~ 16:00,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,인천광역시 미추홀구 자원순환과(032-880-4364),032-880-4354,인천광역시 미추홀구 자원순환과,032-728-6701,https://www.michuhol.go.kr/main/content.do?sq=1312,,"미추홀구 자원순환,미추 자원순환가게,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플리스틱류)
무색페트병
유색 PET
other
PP(플라스틱)
PP(햇반용기)
(종이류)
서적
일반종이
(캔류)
알루미늄
철
(완구류)
장난감","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
90,숙골2호점,미추홀구,인천광역시 미추홀구 도화동 16-40,연송로 54,도화3동 분회경로당,37.47755173,126.6559968,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 미추 자원순환가게입니다.
모인 자원은 111% 재활용을 목표로 하며,
기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.","단체 이용 가능, 대기공간",주차불가,휴무,08:00 ~ 12:00,휴무,08:00 ~ 12:00,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,인천광역시 미추홀구 자원순환과(032-880-4365),032-880-4354,인천광역시 미추홀구 자원순환과,032-728-6701,https://www.michuhol.go.kr/main/content.do?sq=1313,,"미추홀구 자원순환,미추 자원순환가게,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플리스틱류)
무색페트병
유색 PET
other
PP(플라스틱)
PP(햇반용기)
(종이류)
서적
일반종이
(캔류)
알루미늄
철
(완구류)
장난감","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
91,숙골업사이클점,미추홀구,인천광역시 미추홀구 도화동 391-11,경인로 295,도화1동 행정복지센터 앞,37.46097051,126.6739082,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 미추 자원순환가게입니다.
모인 자원은 109% 재활용을 목표로 하며,
기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.","단체 이용 가능, 대기공간",행정복지센터 무료주차,휴무,12:00 ~ 16:00,휴무,12:00 ~ 16:00,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,인천광역시 미추홀구 자원순환과(032-880-4363),032-880-4354,인천광역시 미추홀구 자원순환과,032-728-6285,https://www.michuhol.go.kr/main/content.do?sq=1311,,"미추홀구 자원순환,미추 자원순환가게,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플리스틱류)
무색페트병
유색 PET
other
PP(플라스틱)
PP(햇반용기)
(종이류)
서적
일반종이
(캔류)
알루미늄
철
(완구류)
장난감","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
92,그린빌리지문학점,미추홀구,인천광역시 미추홀구 문학동 385-6,소성로 339,문학동 행정복지센터 옆,37.43768495,126.6850043,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 미추 자원순환가게입니다.
모인 자원은 122% 재활용을 목표로 하며,
기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.","단체 이용 가능, 대기공간",행정복지센터 무료주차,휴무,휴무,11:00 ~ 15:00,휴무,11:00 ~ 15:00,휴무,휴무,휴무,전체휴무,전체휴무,,,,인천광역시 미추홀구 자원순환과(032-880-4376),032-880-4354,인천광역시 미추홀구 자원순환과,032-728-6506,https://www.michuhol.go.kr/main/content.do?sq=1324,,"미추홀구 자원순환,미추 자원순환가게,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플리스틱류)
무색페트병
유색 PET
other
PP(플라스틱)
PP(햇반용기)
(종이류)
서적
일반종이
(캔류)
알루미늄
철
(완구류)
장난감","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
93,숭의사랑점,미추홀구,인천광역시 미추홀구 숭의동 131-6,경인로42번길 41,미추홀구 체육회 뒤,37.4630119,126.6484013,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 미추 자원순환가게입니다.
모인 자원은 101% 재활용을 목표로 하며,
기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.","단체 이용 가능, 대기공간",공영주차장 유료 이용가능,휴무,휴무,11:00 ~ 15:00,휴무,11:00 ~ 15:00,휴무,휴무,휴무,전체휴무,전체휴무,,,,인천광역시 미추홀구 자원순환과(032-880-4355),032-880-4354,인천광역시 미추홀구 자원순환과,032-728-6124,https://www.michuhol.go.kr/main/content.do?sq=1303,,"미추홀구 자원순환,미추 자원순환가게,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플리스틱류)
무색페트병
유색 PET
other
PP(플라스틱)
PP(햇반용기)
(종이류)
서적
일반종이
(캔류)
알루미늄
철
(완구류)
장난감","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
94,주인공원점,미추홀구,인천광역시 미추홀구 숭의동 2-218,경인로156번길 32,숭의4동 행정복지센터 뒤,37.4625489,126.6569588,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 미추 자원순환가게입니다.
모인 자원은 102% 재활용을 목표로 하며,
기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.","단체 이용 가능, 대기공간",행정복지센터 무료주차,휴무,12:00 ~ 16:00,휴무,12:00 ~ 16:00,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,인천광역시 미추홀구 자원순환과(032-880-4356),032-880-4354,인천광역시 미추홀구 자원순환과,032-728-6147,https://www.michuhol.go.kr/main/content.do?sq=1304,,"미추홀구 자원순환,미추 자원순환가게,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플리스틱류)
무색페트병
유색 PET
other
PP(플라스틱)
PP(햇반용기)
(종이류)
서적
일반종이
(캔류)
알루미늄
철
(완구류)
장난감","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
95,숭의행복점,미추홀구,인천광역시 미추홀구 숭의동 85-1,석정로92번길 21-17,숭의1.3동 행정복지센터 앞 ,37.4548676,126.6588027,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 미추 자원순환가게입니다.
모인 자원은 100% 재활용을 목표로 하며,
기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.","단체 이용 가능, 대기공간",행정복지센터 무료주차,휴무,11:00 ~ 15:00,휴무,11:00 ~ 15:00,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,인천광역시 미추홀구 자원순환과(032-880-4354),032-880-4354,인천광역시 미추홀구 자원순환과,032-728-6405,https://www.michuhol.go.kr/main/content.do?sq=1302,,"미추홀구 자원순환,미추 자원순환가게,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플리스틱류)
무색페트병
유색 PET
other
PP(플라스틱)
PP(햇반용기)
(종이류)
서적
일반종이
(캔류)
알루미늄
철
(완구류)
장난감","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
96,독정골마당점,미추홀구,인천광역시 미추홀구 용현동 140-10,인주대로 198,용현1.4동 행정복지센터 앞,37.45488011,126.6587698,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 미추 자원순환가게입니다.
모인 자원은 103% 재활용을 목표로 하며,
기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.","단체 이용 가능, 대기공간",행정복지센터 무료주차,휴무,12:00 ~ 16:00,휴무,12:00 ~ 16:00,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,인천광역시 미추홀구 자원순환과(032-880-4357),032-880-4354,인천광역시 미추홀구 자원순환과,032-728-6164,https://www.michuhol.go.kr/main/content.do?sq=1305,,"미추홀구 자원순환,미추 자원순환가게,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플리스틱류)
무색페트병
유색 PET
other
PP(플라스틱)
PP(햇반용기)
(종이류)
서적
일반종이
(캔류)
알루미늄
철
(완구류)
장난감","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
97,알찬용삼점,미추홀구,인천광역시 미추홀구 용현동 491-48,인주대로 133,용현3동 행정복지센터 앞,37.45651534,126.653266,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 미추 자원순환가게입니다.
모인 자원은 105% 재활용을 목표로 하며,
기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.","단체 이용 가능, 대기공간",행정복지센터 무료주차,휴무,08:00 ~ 12:00,휴무,08:00 ~ 12:00,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,인천광역시 미추홀구 자원순환과(032-880-4359),032-880-4354,인천광역시 미추홀구 자원순환과,032-728-6204,https://www.michuhol.go.kr/main/content.do?sq=1307,,"미추홀구 자원순환,미추 자원순환가게,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플리스틱류)
무색페트병
유색 PET
other
PP(플라스틱)
PP(햇반용기)
(종이류)
서적
일반종이
(캔류)
알루미늄
철
(완구류)
장난감","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
98,용마루지구사랑점,미추홀구,인천광역시 미추홀구 용현동 524-10,용마루로 56,용현2동 행정복지센터 앞,37.45617741,126.6442199,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 미추 자원순환가게입니다.
모인 자원은 104% 재활용을 목표로 하며,
기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.","단체 이용 가능, 대기공간",행정복지센터 무료주차,휴무,11:00 ~ 15:00,휴무,11:00 ~ 15:00,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,인천광역시 미추홀구 자원순환과(032-880-4358),032-880-4354,인천광역시 미추홀구 자원순환과,032-728-6183,https://www.michuhol.go.kr/main/content.do?sq=1306,,"미추홀구 자원순환,미추 자원순환가게,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플리스틱류)
무색페트병
유색 PET
other
PP(플라스틱)
PP(햇반용기)
(종이류)
서적
일반종이
(캔류)
알루미늄
철
(완구류)
장난감","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
99,용오리사이클점,미추홀구,인천광역시 미추홀구 용현동 611-6,토금북로 60,용현5동 행정복지센터 앞,37.45255496043788?,126.6402626,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 미추 자원순환가게입니다.
모인 자원은 106% 재활용을 목표로 하며,
기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.","단체 이용 가능, 대기공간",행정복지센터 무료주차,휴무,11:00 ~ 15:00,휴무,11:00 ~ 15:00,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,인천광역시 미추홀구 자원순환과(032-880-4360),032-880-4354,인천광역시 미추홀구 자원순환과,032-728-6223,https://www.michuhol.go.kr/main/content.do?sq=1308,,"미추홀구 자원순환,미추 자원순환가게,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플리스틱류)
무색페트병
유색 PET
other
PP(플라스틱)
PP(햇반용기)
(종이류)
서적
일반종이
(캔류)
알루미늄
철
(완구류)
장난감","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
100,신기마을점,미추홀구,인천광역시 미추홀구 주안동 1437-5,인하로 265,주안7동 행정복지센터 앞,37.44844518,126.6776513,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 미추 자원순환가게입니다.
모인 자원은 119% 재활용을 목표로 하며,
기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.","단체 이용 가능, 대기공간",행정복지센터 무료주차,휴무,휴무,12:00 ~ 16:00,휴무,12:00 ~ 16:00,휴무,휴무,휴무,전체휴무,전체휴무,,,,인천광역시 미추홀구 자원순환과(032-880-4373),032-880-4354,인천광역시 미추홀구 자원순환과,032-728-6445,https://www.michuhol.go.kr/main/content.do?sq=1321,,"미추홀구 자원순환,미추 자원순환가게,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플리스틱류)
무색페트병
유색 PET
other
PP(플라스틱)
PP(햇반용기)
(종이류)
서적
일반종이
(캔류)
알루미늄
철
(완구류)
장난감","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
